TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PACE_PER40,POSS,PIE,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS,TEAM,YEAR
1610612737,Atlanta Hawks,82,43,39,0.524,48.1,41.5,88.3,0.47,12.9,34.4,0.374,18.1,22.3,0.812,10.0,33.9,44.0,24.6,11.9,7.2,4.2,4.5,18.7,20.3,113.9,1.6,115.4,113.7,1.6,0.593,2.08,18.1,0.269,0.731,0.501,0.12,0.543,0.581,98.67,82.22,8099,0.509,41.9,89.0,0.471,12.8,35.2,0.364,15.8,19.9,0.792,10.2,33.6,43.9,25.4,12.8,7.0,4.5,4.2,20.3,18.7,112.4,ATL,21-22
1610612738,Boston Celtics,82,51,31,0.622,48.5,40.7,87.4,0.466,13.2,37.1,0.356,17.0,20.9,0.816,10.5,35.5,46.1,24.8,13.6,7.2,5.8,4.6,18.5,19.4,111.8,7.3,113.6,106.2,7.4,0.609,1.82,18.2,0.277,0.725,0.509,0.139,0.542,0.578,97.26,81.05,8068,0.547,38.3,88.1,0.434,11.8,34.9,0.339,16.1,20.6,0.783,10.5,33.3,43.7,21.6,13.8,7.5,4.6,5.8,19.4,18.5,104.5,BOS,21-22
1610612751,Brooklyn Nets,82,44,38,0.537,48.2,42.0,88.4,0.475,11.5,31.7,0.361,17.5,21.7,0.805,10.3,34.1,44.4,25.3,14.1,7.1,5.5,4.9,20.4,19.7,112.9,0.8,113.2,112.3,0.9,0.602,1.8,18.3,0.281,0.704,0.499,0.141,0.54,0.576,99.4,82.83,8177,0.512,40.7,90.2,0.452,12.5,36.3,0.345,18.1,23.0,0.788,11.3,32.8,44.1,23.8,13.3,7.9,4.9,5.5,19.7,20.4,112.1,BRK,21-22
1610612766,Charlotte Hornets,82,43,39,0.524,48.5,42.8,91.4,0.468,13.9,38.2,0.365,15.8,21.4,0.74,10.8,33.7,44.6,28.1,13.3,8.6,4.9,4.6,19.9,19.6,115.3,0.4,113.6,113.1,0.5,0.656,2.12,19.6,0.27,0.706,0.486,0.131,0.544,0.572,100.52,83.76,8322,0.504,42.0,90.1,0.466,14.0,38.7,0.362,16.9,22.1,0.763,11.4,35.6,47.0,26.5,15.0,7.5,4.6,4.9,19.6,19.9,114.9,CHO,21-22
1610612741,Chicago Bulls,82,46,36,0.561,48.1,41.7,86.9,0.48,10.6,28.8,0.369,17.5,21.5,0.813,8.7,33.7,42.3,23.9,12.8,7.1,4.1,5.0,18.8,18.2,111.6,-0.4,112.7,113.2,-0.5,0.572,1.86,17.8,0.249,0.735,0.495,0.13,0.541,0.579,98.76,82.3,8124,0.496,41.4,87.4,0.474,11.7,32.0,0.366,17.4,21.9,0.795,9.3,33.9,43.2,25.0,13.1,7.1,5.0,4.1,18.2,18.8,112.0,CHI,21-22
1610612739,Cleveland Cavaliers,82,44,38,0.537,48.1,39.7,84.6,0.469,11.6,32.8,0.355,16.8,22.1,0.76,10.2,34.0,44.2,25.2,14.4,7.1,4.2,4.6,17.5,20.0,107.8,2.1,111.0,108.9,2.1,0.634,1.75,18.7,0.277,0.724,0.506,0.148,0.538,0.571,96.83,80.69,7964,0.517,39.5,87.2,0.452,11.7,33.2,0.353,15.0,19.4,0.774,10.5,32.4,42.9,24.1,13.4,8.4,4.6,4.2,20.0,17.5,105.7,CLE,21-22
1610612742,Dallas Mavericks,82,52,30,0.634,48.2,39.3,85.1,0.461,13.1,37.4,0.35,16.4,21.2,0.771,9.3,33.8,43.0,23.4,12.5,6.7,4.0,3.7,19.7,20.1,108.0,3.3,112.5,109.1,3.5,0.595,1.87,17.8,0.256,0.733,0.496,0.13,0.538,0.572,95.64,79.7,7871,0.511,39.0,85.4,0.457,10.9,32.1,0.34,15.8,20.6,0.767,9.5,34.1,43.6,23.5,13.1,7.0,3.7,4.0,20.1,19.7,104.7,DAL,21-22
1610612743,Denver Nuggets,82,48,34,0.585,48.3,41.7,86.3,0.483,12.7,35.9,0.353,16.7,21.0,0.795,9.2,34.9,44.1,27.8,14.5,7.2,3.7,4.8,20.0,19.9,112.7,2.3,113.8,111.5,2.3,0.667,1.92,20.0,0.268,0.752,0.515,0.146,0.556,0.59,98.41,82.01,8123,0.516,41.1,87.4,0.47,11.8,34.2,0.346,16.5,21.7,0.757,9.7,32.7,42.4,25.4,12.8,7.9,4.8,3.7,19.9,20.0,110.4,DEN,21-22
1610612765,Detroit Pistons,82,23,59,0.28,48.2,38.2,88.6,0.431,11.3,34.6,0.326,17.2,22.0,0.782,11.0,32.0,43.0,23.5,14.2,7.7,4.8,5.2,21.9,19.8,104.8,-7.7,105.6,113.3,-7.7,0.615,1.65,17.1,0.276,0.707,0.481,0.143,0.494,0.533,98.81,82.34,8141,0.45,40.6,86.0,0.473,11.8,32.5,0.362,19.5,25.1,0.777,10.3,35.9,46.3,25.1,14.6,7.4,5.2,4.8,19.8,21.9,112.5,DET,21-22
1610612744,Golden State Warriors,82,53,29,0.646,48.1,40.5,86.4,0.469,14.3,39.4,0.364,15.6,20.3,0.769,9.8,35.7,45.5,27.1,14.9,8.8,4.5,3.9,21.0,18.0,111.0,5.5,112.1,106.6,5.5,0.669,1.82,19.5,0.269,0.736,0.51,0.15,0.552,0.582,98.74,82.28,8121,0.536,37.9,86.6,0.438,12.2,36.0,0.339,17.4,22.9,0.759,9.7,33.0,42.6,22.9,14.5,7.9,3.9,4.5,18.0,21.0,105.5,GSW,21-22
1610612745,Houston Rockets,82,20,62,0.244,48.2,39.4,86.4,0.456,13.5,38.7,0.349,17.5,24.5,0.713,9.6,32.4,42.0,23.6,16.5,7.3,4.7,5.8,20.6,22.1,109.7,-8.5,108.1,116.4,-8.3,0.598,1.43,17.1,0.265,0.71,0.485,0.162,0.534,0.565,101.16,84.3,8323,0.451,43.4,89.9,0.483,12.8,36.2,0.353,18.5,23.7,0.782,11.2,34.5,45.7,25.6,14.1,9.5,5.8,4.7,22.1,20.6,118.2,HOU,21-22
1610612754,Indiana Pacers,82,25,57,0.305,48.5,41.4,89.5,0.463,12.2,35.4,0.344,16.4,21.4,0.768,11.3,32.6,43.9,25.4,14.4,7.1,5.6,4.9,20.4,19.2,111.5,-3.5,111.9,115.5,-3.6,0.612,1.76,18.1,0.31,0.725,0.512,0.145,0.531,0.564,98.55,82.13,8166,0.478,42.5,88.0,0.483,12.0,32.3,0.372,17.9,22.5,0.797,10.2,33.0,43.1,25.1,13.3,8.1,4.9,5.6,19.2,20.4,114.9,IND,21-22
1610612746,LA Clippers,82,42,40,0.512,48.2,40.1,87.4,0.458,12.8,34.2,0.374,15.5,19.6,0.793,9.1,34.9,44.0,24.0,13.7,7.4,5.0,4.1,18.6,18.5,108.4,0.0,109.5,109.5,0.0,0.599,1.75,17.7,0.254,0.706,0.486,0.139,0.531,0.564,98.51,82.09,8121,0.502,40.8,90.6,0.45,11.7,33.9,0.345,15.2,19.6,0.775,12.0,35.1,47.1,24.1,13.6,7.7,4.1,5.0,18.5,18.6,108.4,LAC,21-22
1610612747,Los Angeles Lakers,82,33,49,0.402,48.7,41.6,88.8,0.469,12.0,34.5,0.347,16.8,23.0,0.732,9.5,34.5,44.0,24.0,14.5,7.6,5.2,4.1,20.2,20.1,112.1,-3.0,110.0,112.8,-2.9,0.576,1.65,17.3,0.256,0.72,0.49,0.142,0.537,0.567,100.47,83.73,8360,0.482,42.6,90.5,0.47,12.6,35.8,0.352,17.4,23.3,0.747,11.0,35.6,46.6,26.3,14.0,8.3,4.1,5.2,20.1,20.2,115.1,LAL,21-22
1610612763,Memphis Grizzlies,82,56,26,0.683,48.2,43.5,94.4,0.461,11.5,32.7,0.353,17.0,23.1,0.734,14.1,35.0,49.2,26.0,13.2,9.8,6.5,6.0,19.8,19.8,115.6,5.7,114.3,108.9,5.3,0.597,1.97,17.9,0.338,0.726,0.526,0.13,0.522,0.553,100.52,83.77,8295,0.53,40.3,88.6,0.455,12.0,34.5,0.349,17.3,22.4,0.771,10.0,33.0,43.0,25.0,15.1,7.2,6.0,6.5,19.8,19.8,109.9,MEM,21-22
1610612748,Miami Heat,82,53,29,0.646,48.4,39.6,84.8,0.467,13.6,35.8,0.379,17.3,21.4,0.808,9.8,33.9,43.7,25.5,14.6,7.4,3.2,4.0,20.5,20.6,110.0,4.5,113.0,108.4,4.5,0.644,1.75,18.8,0.278,0.735,0.51,0.149,0.547,0.584,96.53,80.44,7987,0.529,37.5,84.0,0.447,13.0,38.3,0.339,17.5,22.5,0.779,9.5,32.1,41.7,23.3,15.0,7.4,4.0,3.2,20.6,20.5,105.6,MIA,21-22
1610612749,Milwaukee Bucks,82,51,31,0.622,48.2,41.8,89.4,0.468,14.1,38.4,0.366,17.8,22.9,0.776,10.2,36.5,46.7,23.9,13.4,7.6,4.0,4.4,18.2,19.7,115.5,3.4,114.3,111.1,3.2,0.572,1.78,17.3,0.269,0.747,0.512,0.133,0.546,0.58,100.59,83.83,8284,0.516,41.4,90.6,0.456,14.5,40.6,0.356,15.0,19.9,0.751,9.9,34.2,44.1,25.9,13.0,7.4,4.4,4.0,19.7,18.2,112.1,MIL,21-22
1610612750,Minnesota Timberwolves,82,46,36,0.561,48.2,41.6,91.0,0.457,14.8,41.3,0.358,18.0,23.1,0.778,11.2,32.9,44.2,25.7,14.3,8.8,5.6,4.8,21.8,20.9,115.9,2.6,113.8,111.0,2.7,0.617,1.79,18.1,0.284,0.706,0.49,0.141,0.539,0.573,101.47,84.56,8357,0.504,40.2,87.4,0.46,13.1,37.3,0.35,19.8,25.4,0.78,11.0,34.9,45.9,26.2,16.3,7.2,4.8,5.6,20.9,21.8,113.3,MIN,21-22
1610612740,New Orleans Pelicans,82,36,46,0.439,48.2,40.2,88.0,0.457,10.6,32.1,0.332,18.3,23.2,0.789,12.0,33.2,45.2,25.0,14.1,8.3,4.0,4.8,19.7,20.5,109.3,-1.0,111.2,112.0,-0.8,0.621,1.78,18.1,0.306,0.742,0.518,0.143,0.517,0.557,98.02,81.69,8060,0.5,40.3,85.5,0.471,13.0,35.5,0.365,16.8,21.4,0.786,9.3,32.5,41.8,24.9,14.2,7.4,4.8,4.0,20.5,19.7,110.3,NOP,21-22
1610612752,New York Knicks,82,37,45,0.451,48.2,37.7,86.2,0.437,13.2,36.9,0.357,18.0,24.1,0.744,11.5,34.6,46.1,21.9,13.3,7.0,4.9,4.6,20.4,20.4,106.5,-0.1,109.7,110.2,-0.4,0.581,1.65,16.4,0.291,0.74,0.512,0.137,0.513,0.55,96.42,80.35,7958,0.491,38.5,86.0,0.447,12.7,37.0,0.342,17.0,22.3,0.764,9.3,34.3,43.6,24.2,12.7,7.0,4.6,4.9,20.4,20.4,106.6,NYK,21-22
1610612760,Oklahoma City Thunder,82,24,58,0.293,48.3,38.3,89.1,0.43,12.1,37.4,0.323,15.0,19.9,0.756,10.4,35.2,45.6,22.2,14.0,7.6,4.6,6.0,18.3,17.8,103.7,-8.1,103.8,111.7,-8.0,0.58,1.59,16.4,0.256,0.727,0.487,0.14,0.497,0.53,99.39,82.83,8198,0.451,41.4,90.5,0.458,13.6,38.7,0.353,15.3,19.9,0.771,11.0,37.3,48.4,26.1,13.2,8.5,6.0,4.6,17.8,18.3,111.8,OKC,21-22
1610612753,Orlando Magic,82,22,60,0.268,48.2,38.3,88.3,0.434,12.2,36.9,0.331,15.5,19.7,0.787,9.1,35.2,44.3,23.7,14.5,6.8,4.5,5.2,19.7,18.3,104.2,-8.0,103.9,112.1,-8.1,0.62,1.64,17.4,0.249,0.735,0.49,0.144,0.503,0.538,99.71,83.09,8223,0.458,40.8,89.0,0.458,13.2,36.3,0.363,17.4,22.6,0.772,10.4,36.8,47.1,24.8,13.2,8.0,5.2,4.5,18.3,19.7,112.2,ORL,21-22
1610612755,Philadelphia 76ers,82,51,31,0.622,48.3,39.4,84.5,0.466,11.6,31.8,0.364,19.6,23.8,0.821,8.5,33.8,42.3,23.7,12.5,7.7,5.3,4.6,19.4,19.4,109.9,2.6,113.0,110.2,2.8,0.602,1.89,17.9,0.246,0.724,0.49,0.129,0.534,0.578,96.71,80.59,7975,0.517,39.7,86.5,0.458,11.4,32.8,0.346,16.6,21.6,0.769,10.2,34.0,44.2,23.6,13.3,6.6,4.6,5.3,19.4,19.4,107.3,PHI,21-22
1610612756,Phoenix Suns,82,64,18,0.78,48.1,43.7,90.1,0.485,11.6,31.9,0.364,15.9,19.9,0.797,9.8,35.5,45.3,27.4,12.9,8.6,4.4,4.0,19.9,18.9,114.8,7.5,114.2,106.8,7.5,0.627,2.12,19.5,0.264,0.728,0.503,0.129,0.549,0.581,100.26,83.55,8242,0.548,39.2,88.3,0.444,11.6,34.2,0.34,17.3,22.7,0.761,10.5,33.9,44.5,22.9,14.7,7.5,4.0,4.4,18.9,19.9,107.3,PHO,21-22
1610612757,Portland Trail Blazers,82,27,55,0.329,48.1,38.5,87.1,0.442,12.7,36.8,0.346,16.4,21.6,0.76,10.4,32.5,42.9,22.9,14.5,8.0,4.5,5.0,21.1,19.4,106.2,-8.9,107.3,116.3,-9.1,0.595,1.58,17.0,0.268,0.721,0.487,0.146,0.515,0.55,98.74,82.28,8120,0.447,41.1,85.9,0.479,13.8,37.1,0.371,19.1,24.6,0.777,9.8,35.0,44.7,26.6,14.0,8.2,5.0,4.5,19.4,21.1,115.1,POR,21-22
1610612758,Sacramento Kings,82,30,52,0.366,48.3,40.5,88.1,0.46,11.4,33.2,0.344,17.9,23.3,0.768,9.6,33.4,42.9,23.7,14.1,7.2,4.5,4.8,18.9,20.3,110.3,-5.5,109.6,114.8,-5.2,0.585,1.68,17.3,0.259,0.714,0.484,0.14,0.525,0.561,100.1,83.41,8252,0.473,43.4,90.6,0.479,13.0,34.9,0.372,15.9,20.5,0.776,10.6,35.3,45.8,25.3,13.5,8.1,4.8,4.5,20.3,18.9,115.8,SAC,21-22
1610612759,San Antonio Spurs,82,34,48,0.415,48.3,43.2,92.7,0.467,11.3,32.0,0.352,15.4,20.4,0.754,11.0,34.3,45.3,27.9,12.7,7.6,4.9,4.9,18.1,18.9,113.2,0.1,111.9,111.7,0.2,0.646,2.19,19.5,0.281,0.711,0.494,0.126,0.527,0.556,100.51,83.76,8290,0.51,42.5,91.2,0.466,12.1,33.6,0.36,16.0,20.9,0.767,11.4,35.4,46.8,24.0,13.8,7.3,4.9,4.9,18.9,18.1,113.0,SAS,21-22
1610612761,Toronto Raptors,82,48,34,0.585,48.4,40.6,91.3,0.445,11.9,34.2,0.349,16.2,21.3,0.759,13.4,32.0,45.3,22.1,12.5,9.0,4.6,5.1,19.6,19.1,109.4,2.3,112.1,109.9,2.2,0.543,1.77,16.1,0.325,0.714,0.508,0.128,0.51,0.543,96.63,80.53,8000,0.494,39.0,84.4,0.462,12.4,34.9,0.354,16.8,21.2,0.789,10.3,33.7,44.0,25.3,15.8,6.7,5.1,4.6,19.1,19.6,107.1,TOR,21-22
1610612762,Utah Jazz,82,49,33,0.598,48.1,40.6,86.2,0.471,14.5,40.3,0.36,17.9,23.4,0.767,10.8,35.6,46.3,22.4,14.0,7.2,4.9,4.3,18.9,20.3,113.6,6.0,116.2,110.0,6.2,0.552,1.6,16.7,0.3,0.738,0.525,0.143,0.555,0.589,97.5,81.25,8014,0.528,40.4,89.2,0.453,12.1,34.6,0.35,14.6,19.3,0.758,9.9,31.7,41.6,23.4,12.0,7.8,4.3,4.9,20.3,18.9,107.6,UTA,21-22
1610612764,Washington Wizards,82,35,47,0.427,48.4,40.6,86.0,0.472,10.5,30.6,0.342,17.0,21.7,0.783,9.0,34.1,43.1,25.0,13.1,6.4,5.0,4.2,18.8,19.9,108.6,-3.4,110.2,113.6,-3.4,0.617,1.91,18.5,0.247,0.731,0.494,0.133,0.532,0.568,97.8,81.5,8079,0.496,41.3,88.9,0.464,11.5,31.8,0.361,18.0,22.3,0.807,10.2,34.0,44.2,23.7,11.9,7.3,4.2,5.0,19.9,18.8,112.0,WAS,21-22
1610612737,Atlanta Hawks,82,41,41,0.5,48.4,44.6,92.4,0.483,10.8,30.5,0.352,18.5,22.6,0.818,11.2,33.2,44.4,25.0,12.9,7.1,4.9,5.0,18.8,19.7,118.4,0.3,115.5,115.4,0.1,0.56,1.93,17.6,0.289,0.717,0.5,0.126,0.541,0.579,101.56,84.63,8407,0.5,43.8,90.2,0.486,11.9,33.5,0.356,18.6,23.2,0.803,10.6,33.5,44.1,26.0,14.2,7.5,5.0,4.9,19.7,18.8,118.1,ATL,22-23
1610612738,Boston Celtics,82,57,25,0.695,48.7,42.2,88.8,0.475,16.0,42.6,0.377,17.5,21.6,0.812,9.7,35.6,45.3,26.7,13.4,6.4,5.2,3.9,18.8,19.1,117.9,6.5,117.3,110.6,6.7,0.632,2.0,19.1,0.255,0.746,0.506,0.133,0.566,0.6,99.15,82.63,8247,0.534,41.8,90.2,0.463,11.6,33.7,0.345,16.2,21.1,0.769,9.7,34.3,44.0,23.1,12.7,6.6,3.9,5.2,19.1,18.8,111.4,BOS,22-23
1610612751,Brooklyn Nets,82,45,37,0.549,48.1,41.5,85.1,0.487,12.8,33.8,0.378,17.7,22.1,0.8,8.2,32.3,40.5,25.5,13.7,7.1,6.2,3.9,21.1,18.5,113.4,0.9,114.6,113.5,1.1,0.616,1.86,18.9,0.234,0.689,0.472,0.139,0.562,0.598,98.77,82.31,8111,0.51,41.0,88.5,0.463,11.8,32.2,0.367,18.7,24.4,0.767,11.5,33.6,45.1,23.4,13.7,7.0,3.9,6.2,18.5,21.1,112.5,BRK,22-23
1610612766,Charlotte Hornets,82,27,55,0.329,48.4,41.3,90.4,0.457,10.7,32.5,0.33,17.6,23.6,0.749,11.0,33.5,44.5,25.1,14.2,7.7,5.2,5.7,20.3,20.3,111.0,-6.2,108.4,114.7,-6.3,0.609,1.77,17.8,0.276,0.717,0.491,0.139,0.516,0.551,101.47,84.56,8390,0.473,43.0,90.1,0.477,12.2,34.3,0.357,19.0,24.0,0.795,10.9,35.3,46.2,25.9,14.4,7.0,5.7,5.2,20.3,20.3,117.2,CHO,22-23
1610612741,Chicago Bulls,82,40,42,0.488,48.5,42.5,86.8,0.49,10.4,28.9,0.361,17.6,21.8,0.809,8.5,33.9,42.4,24.5,13.4,7.9,4.5,4.7,18.9,18.7,113.1,1.3,112.8,111.5,1.3,0.575,1.83,18.1,0.236,0.736,0.493,0.133,0.55,0.587,99.18,82.65,8225,0.512,40.7,87.1,0.468,13.2,37.1,0.357,17.1,22.0,0.779,9.6,33.7,43.3,26.0,15.0,6.7,4.7,4.5,18.7,18.9,111.8,CHI,22-23
1610612739,Cleveland Cavaliers,82,51,31,0.622,48.5,41.6,85.2,0.488,11.6,31.6,0.367,17.5,22.5,0.78,9.7,31.4,41.1,24.9,13.3,7.1,4.7,4.4,19.0,20.4,112.3,5.4,115.5,109.9,5.6,0.6,1.87,18.6,0.273,0.715,0.496,0.137,0.556,0.59,96.27,80.23,7972,0.531,39.0,83.5,0.468,11.3,30.6,0.368,17.5,22.4,0.782,9.8,31.5,41.2,23.0,15.7,7.0,4.4,4.7,20.4,19.0,106.9,CLE,22-23
1610612742,Dallas Mavericks,82,38,44,0.463,48.6,40.0,84.3,0.475,15.2,41.0,0.371,19.0,25.1,0.755,7.6,31.2,38.8,22.9,12.2,6.3,3.7,3.8,20.7,21.8,114.2,0.1,115.9,116.1,-0.2,0.573,1.88,17.4,0.226,0.717,0.471,0.124,0.565,0.599,97.21,81.01,8082,0.487,41.8,86.2,0.485,11.1,31.7,0.352,19.5,25.0,0.781,10.1,34.6,44.7,24.9,13.1,6.4,3.8,3.7,21.8,20.7,114.1,DAL,22-23
1610612743,Denver Nuggets,82,53,29,0.646,48.2,43.6,86.4,0.504,11.8,31.2,0.379,16.8,22.4,0.751,10.1,32.9,43.0,28.9,14.5,7.5,4.5,4.2,18.6,19.5,115.8,3.3,116.8,113.5,3.3,0.663,1.99,20.5,0.289,0.727,0.514,0.147,0.573,0.601,98.74,82.28,8129,0.525,41.7,87.4,0.478,11.4,33.1,0.344,17.6,22.7,0.775,10.1,30.7,40.8,25.7,13.5,7.9,4.2,4.5,19.5,18.6,112.5,DEN,22-23
1610612765,Detroit Pistons,82,17,65,0.207,48.3,39.6,87.1,0.454,11.4,32.4,0.351,19.8,25.7,0.771,11.2,31.3,42.4,23.0,15.1,7.0,3.8,5.5,22.1,21.0,110.3,-8.2,109.9,117.8,-7.9,0.581,1.52,16.7,0.292,0.702,0.491,0.15,0.52,0.561,99.88,83.23,8231,0.449,43.1,88.1,0.489,12.0,33.3,0.36,20.4,26.2,0.777,11.0,33.7,44.7,25.8,13.5,7.7,5.5,3.8,21.0,22.1,118.5,DET,22-23
1610612744,Golden State Warriors,82,44,38,0.537,48.4,43.1,90.2,0.479,16.6,43.2,0.385,16.0,20.2,0.794,10.5,34.1,44.6,29.8,16.3,7.2,4.0,4.0,21.4,18.4,118.9,1.8,115.1,113.4,1.7,0.691,1.83,20.4,0.277,0.719,0.502,0.158,0.571,0.6,102.54,85.45,8472,0.51,42.4,90.5,0.468,12.9,35.5,0.364,19.4,25.2,0.769,10.7,32.6,43.3,25.7,14.3,7.9,4.0,4.0,18.4,21.4,117.1,GSW,22-23
1610612745,Houston Rockets,82,22,60,0.268,48.2,40.6,88.9,0.457,10.4,31.9,0.327,19.1,25.3,0.754,13.4,32.9,46.3,22.4,16.2,7.3,4.6,6.2,20.5,20.6,110.7,-7.9,110.5,118.6,-8.1,0.551,1.38,16.0,0.344,0.729,0.53,0.162,0.516,0.554,99.74,83.11,8220,0.457,42.4,88.1,0.482,14.5,38.8,0.374,19.2,24.2,0.794,10.5,31.0,41.5,26.1,13.2,8.8,6.2,4.6,20.6,20.5,118.6,HOU,22-23
1610612754,Indiana Pacers,82,35,47,0.427,48.2,42.0,89.6,0.469,13.6,37.0,0.367,18.7,23.7,0.79,10.1,31.4,41.5,27.0,14.9,7.7,5.8,5.3,21.2,20.2,116.3,-3.2,113.8,117.1,-3.3,0.643,1.81,18.9,0.285,0.685,0.482,0.146,0.545,0.581,101.68,84.73,8377,0.482,43.3,89.3,0.485,12.4,33.3,0.373,20.5,25.6,0.8,12.1,33.2,45.3,26.4,15.1,7.9,5.3,5.8,20.2,21.2,119.5,IND,22-23
1610612746,LA Clippers,82,44,38,0.537,48.4,41.1,86.1,0.477,12.7,33.3,0.381,18.7,23.9,0.781,9.8,33.4,43.2,23.9,14.2,7.1,4.4,4.2,19.5,19.6,113.6,0.5,114.0,113.6,0.5,0.581,1.68,17.5,0.273,0.731,0.505,0.143,0.551,0.588,98.84,82.37,8168,0.498,41.8,88.3,0.474,12.2,33.4,0.365,17.2,22.3,0.771,10.2,32.9,43.1,25.0,13.0,7.8,4.2,4.4,19.6,19.5,113.1,LAC,22-23
1610612747,Los Angeles Lakers,82,43,39,0.524,48.5,42.9,89.0,0.482,10.8,31.2,0.346,20.6,26.6,0.775,10.0,35.7,45.7,25.3,14.1,6.4,4.6,5.1,17.9,21.5,117.2,0.6,113.9,113.2,0.7,0.589,1.8,17.9,0.269,0.727,0.505,0.137,0.542,0.582,101.92,84.93,8436,0.511,44.0,93.9,0.469,12.5,36.5,0.344,16.1,20.8,0.773,11.1,33.8,44.9,25.7,12.6,7.6,5.1,4.6,21.5,17.9,116.6,LAL,22-23
1610612763,Memphis Grizzlies,82,51,31,0.622,48.2,43.7,92.1,0.475,12.0,34.2,0.351,17.5,23.8,0.733,12.0,34.6,46.6,26.0,13.6,8.3,5.8,5.2,20.0,20.0,116.9,3.9,114.7,110.7,4.0,0.596,1.91,18.2,0.302,0.711,0.507,0.133,0.54,0.57,101.5,84.58,8360,0.519,40.7,89.8,0.453,13.0,36.6,0.355,18.5,23.5,0.787,11.0,33.4,44.4,26.4,15.1,6.8,5.2,5.8,20.0,20.0,113.0,MEM,22-23
1610612748,Miami Heat,82,44,38,0.537,48.3,39.2,85.3,0.46,12.0,34.8,0.344,19.1,23.0,0.831,9.7,30.9,40.6,23.8,13.5,8.0,3.0,3.8,18.5,20.0,109.5,-0.3,112.3,112.8,-0.5,0.608,1.77,17.8,0.274,0.733,0.498,0.138,0.53,0.574,96.76,80.63,7991,0.496,40.1,83.2,0.482,13.1,35.8,0.367,16.5,21.1,0.781,8.9,33.0,41.8,25.6,15.7,7.0,3.8,3.0,20.0,18.5,109.8,MIA,22-23
1610612749,Milwaukee Bucks,82,58,24,0.707,48.4,42.7,90.4,0.473,14.8,40.3,0.368,16.6,22.4,0.743,11.1,37.5,48.6,25.8,14.6,6.4,4.9,3.9,18.1,19.0,116.9,3.6,114.3,110.9,3.4,0.604,1.76,18.1,0.284,0.745,0.521,0.143,0.555,0.583,101.45,84.54,8389,0.523,42.5,93.2,0.456,12.1,34.1,0.354,16.3,21.0,0.776,10.7,33.5,44.2,23.9,11.8,7.0,3.9,4.9,19.0,18.1,113.3,MIL,22-23
1610612750,Minnesota Timberwolves,82,42,40,0.512,48.4,42.9,87.4,0.49,12.2,33.3,0.365,17.9,23.7,0.755,9.1,32.8,41.9,26.2,15.3,8.0,5.4,4.1,21.6,20.2,115.8,0.0,113.3,113.1,0.2,0.61,1.71,18.6,0.258,0.703,0.485,0.15,0.56,0.592,101.55,84.62,8383,0.503,41.8,88.7,0.471,12.3,33.3,0.369,19.9,26.0,0.766,11.3,33.3,44.7,25.0,15.4,8.2,4.1,5.4,20.2,21.6,115.8,MIN,22-23
1610612740,New Orleans Pelicans,82,42,40,0.512,48.4,42.0,87.6,0.48,11.0,30.1,0.364,19.3,24.4,0.793,10.6,33.1,43.7,25.9,14.6,8.3,4.1,4.7,20.5,20.4,114.4,1.9,113.8,112.0,1.9,0.616,1.77,18.5,0.29,0.732,0.512,0.145,0.543,0.582,99.58,82.98,8239,0.514,40.9,86.6,0.472,12.2,36.0,0.339,18.4,23.6,0.779,9.7,32.1,41.8,24.9,15.0,7.3,4.7,4.1,20.4,20.5,112.5,NOP,22-23
1610612752,New York Knicks,82,47,35,0.573,48.7,42.0,89.4,0.47,12.6,35.7,0.354,19.4,25.5,0.761,12.6,34.0,46.6,22.9,13.0,6.4,4.1,4.5,20.3,20.7,116.0,2.9,117.0,114.2,2.8,0.546,1.77,16.6,0.318,0.727,0.521,0.131,0.541,0.577,97.75,81.46,8134,0.509,40.8,88.2,0.462,13.0,36.5,0.357,18.5,23.7,0.782,10.1,31.9,42.0,25.1,12.7,6.0,4.5,4.1,20.7,20.3,113.1,NYK,22-23
1610612760,Oklahoma City Thunder,82,40,42,0.488,48.4,43.1,92.6,0.465,12.1,34.1,0.356,19.2,23.7,0.809,11.4,32.3,43.7,24.4,13.0,8.2,4.2,5.5,21.0,20.4,117.5,1.1,114.2,113.2,1.0,0.567,1.87,17.2,0.289,0.693,0.487,0.127,0.531,0.57,101.94,84.95,8435,0.498,41.9,88.4,0.474,12.9,36.0,0.358,19.6,25.5,0.771,12.0,34.6,46.6,25.9,16.8,7.0,5.5,4.2,20.4,21.0,116.4,OKC,22-23
