TEAM,YEAR,NBA_PLAYER_ID,PLAYER,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,AGE,EXP,SCHOOL
CLE,24-25,202684,Tristan Thompson,tristan-thompson,13,C-F,6-9,254,34.0,13,Texas-Austin
CLE,24-25,1629643,Chuma Okeke,chuma-okeke,18,F,6-7,229,26.0,4,Auburn
CLE,24-25,1641734,Emoni Bates,emoni-bates,21,F,6-8,202,21.0,1,Eastern Michigan
CLE,24-25,1642281,Jaylon Tyson,jaylon-tyson,24,G-F,6-6,215,22.0,R,California
CLE,24-25,1641772,Nae'Qwan Tomlin,naeqwan-tomlin,30,F,6-10,210,24.0,R,Memphis
CLE,24-25,1628386,Jarrett Allen,jarrett-allen,31,C,6-9,243,27.0,7,Texas
CLE,24-25,1629731,Dean Wade,dean-wade,32,F-C,6-9,228,28.0,5,Kansas State
CLE,24-25,1631247,Luke Travers,luke-travers,33,F,6-7,207,23.0,R,Rockingham Flames (Aus.)
CLE,24-25,1630171,Isaac Okoro,isaac-okoro,35,F-G,6-5,225,24.0,4,Auburn
CLE,24-25,1628378,Donovan Mitchell,donovan-mitchell,45,G,6-3,215,28.0,7,Louisville
NOP,24-25,1631232,Keion Brooks Jr.,keion-brooks-jr,,F,6-7,210,24.0,R,Washington
NOP,24-25,1628971,Bruce Brown,bruce-brown,00,G-F,6-4,202,28.0,6,Miami
NOP,24-25,1629627,Zion Williamson,zion-williamson,1,F,6-6,284,24.0,5,Duke
NOP,24-25,1630529,Herbert Jones,herbert-jones,2,F,6-7,206,26.0,3,Alabama
NOP,24-25,203468,CJ McCollum,cj-mccollum,3,G,6-3,190,33.0,11,Lehigh
NOP,24-25,203901,Elfrid Payton,elfrid-payton,4,G,6-3,195,31.0,8,Louisana-Lafayette
NOP,24-25,1627749,Dejounte Murray,dejounte-murray,5,G,6-4,180,28.0,8,Washington
NOP,24-25,1631288,Jamal Cain,jamal-cain,8,F,6-6,191,26.0,2,Oakland
NOP,24-25,1630527,Brandon Boston,brandon-boston,11,G,6-6,188,23.0,3,Kentucky
NOP,24-25,1641810,Antonio Reeves,antonio-reeves,12,G,6-5,205,24.0,R,Kentucky
NOP,24-25,203482,Kelly Olynyk,kelly-olynyk,13,F-C,6-11,240,34.0,11,Gonzaga
NOP,24-25,1630631,Jose Alvarado,jose-alvarado,15,G,6-0,179,27.0,3,Georgia Tech
NOP,24-25,1631255,Karlo Matković,karlo-matković,17,F-C,6-10,231,24.0,R,Mega Basket
NOP,24-25,1642274,Yves Missi,yves-missi,21,C,6-11,235,21.0,R,Baylor
NOP,24-25,1631311,Lester Quinones,lester-quinones,22,G,6-4,208,24.0,2,Memphis
NOP,24-25,1641722,Jordan Hawkins,jordan-hawkins,24,G,6-5,190,23.0,1,Connecticut
NOP,24-25,1630530,Trey Murphy III,trey-murphy-iii,25,F,6-8,206,25.0,3,Virginia
NOP,24-25,1630526,Jeremiah Robinson-Earl,jeremiah-robinson-earl,50,F,6-8,240,24.0,3,Villanova
CHI,24-25,1629632,Coby White,coby-white,0,G,6-5,195,25.0,5,North Carolina
CHI,24-25,1628366,Lonzo Ball,lonzo-ball,2,G,6-6,190,27.0,7,UCLA
CHI,24-25,1630581,Josh Giddey,josh-giddey,3,G,6-8,216,22.0,3,NBA Global Academy
CHI,24-25,1628975,Jevon Carter,jevon-carter,5,G,6-1,200,29.0,6,West Virginia
CHI,24-25,1630188,Jalen Smith,jalen-smith,7,F-C,6-9,215,25.0,4,Maryland
CHI,24-25,202696,Nikola Vučević,nikola-vučević,9,C,6-10,260,34.0,13,Southern California
CHI,24-25,1630245,Ayo Dosunmu,ayo-dosunmu,11,G,6-5,200,25.0,3,Illinois
CHI,24-25,1642443,Jahmir Young,jahmir-young,11,G,6-1,185,24.0,R,Maryland
CHI,24-25,1628380,Zach Collins,zach-collins,12,F-C,6-11,250,27.0,7,Gonzaga
CHI,24-25,1628989,Kevin Huerter,kevin-huerter,13,G-F,6-7,198,26.0,6,Maryland
CHI,24-25,1641824,Matas Buzelis,matas-buzelis,14,F,6-10,209,20.0,R,NBA G League Ignite
CHI,24-25,1641763,Julian Phillips,julian-phillips,15,F,6-8,198,21.0,1,Tennessee
CHI,24-25,1641801,Emanuel Miller,emanuel-miller,20,F,6-7,215,25.0,R,TCU
CHI,24-25,1629659,Talen Horton-Tucker,talen-horton-tucker,22,G,6-4,234,24.0,5,Iowa State
CHI,24-25,1631207,Dalen Terry,dalen-terry,25,F,6-7,195,22.0,2,Arizona
CHI,24-25,1630200,Tre Jones,tre-jones,30,G,6-1,185,25.0,4,Duke
CHI,24-25,1630604,E.J. Liddell,ej-liddell,32,F,6-6,240,24.0,1,Ohio State
CHI,24-25,1630172,Patrick Williams,patrick-williams,44,F,6-7,215,23.0,4,Florida State
DAL,24-25,203957,Danté Exum,danté-exum,0,G,6-5,214,29.0,8,Australian Institute of Sport
DAL,24-25,1631108,Max Christie,max-christie,00,G,6-5,190,22.0,2,Michigan State
DAL,24-25,1630702,Jaden Hardy,jaden-hardy,1,G,6-3,198,22.0,2,NBA G League Ignite
DAL,24-25,1641726,Dereck Lively II,dereck-lively-ii,2,C,7-1,230,21.0,1,Duke
DAL,24-25,203076,Anthony Davis,anthony-davis,3,F-C,6-10,253,32.0,12,Kentucky
DAL,24-25,203939,Dwight Powell,dwight-powell,7,F-C,6-10,240,33.0,10,Stanford
DAL,24-25,1641765,Olivier-Maxence Prosper,olivier-maxence-prosper,8,F,6-7,230,22.0,1,Marquette
DAL,24-25,1630314,Brandon Williams,brandon-williams,10,G,6-1,190,25.0,2,Arizona
DAL,24-25,202681,Kyrie Irving,kyrie-irving,11,G,6-2,195,33.0,13,Duke
DAL,24-25,1630230,Naji Marshall,naji-marshall,13,F,6-6,220,27.0,4,Xavier
DAL,24-25,1628997,Caleb Martin,caleb-martin,16,F,6-5,205,29.0,5,Nevada
DAL,24-25,1630556,Kessler Edwards,kessler-edwards,20,F,6-7,203,24.0,3,Pepperdine
DAL,24-25,1629655,Daniel Gafford,daniel-gafford,21,F-C,6-10,265,26.0,5,Arkansas
DAL,24-25,1630539,Kai Jones,kai-jones,23,C-F,6-11,221,24.0,2,Texas
DAL,24-25,1629023,P.J. Washington,pj-washington,25,F,6-6,230,26.0,5,Kentucky
DAL,24-25,203915,Spencer Dinwiddie,spencer-dinwiddie,26,G,6-5,215,32.0,10,Colorado
DAL,24-25,202691,Klay Thompson,klay-thompson,31,G,6-5,220,35.0,13,Washington State
DEN,24-25,1631128,Christian Braun,christian-braun,0,G,6-6,220,24.0,2,Kansas
DEN,24-25,1629008,Michael Porter Jr.,michael-porter-jr,1,F,6-10,218,27.0,5,Missouri
DEN,24-25,1631124,Julian Strawther,julian-strawther,3,G,6-6,205,23.0,1,Gonzaga
DEN,24-25,201566,Russell Westbrook,russell-westbrook,4,G,6-4,200,36.0,16,UCLA
DEN,24-25,1641816,Hunter Tyson,hunter-tyson,5,F,6-8,215,25.0,1,Clemson
DEN,24-25,201599,DeAndre Jordan,deandre-jordan,6,C,6-11,265,36.0,16,Texas A&M
DEN,24-25,1631212,Peyton Watson,peyton-watson,8,G,6-7,200,22.0,2,UCLA
DEN,24-25,203967,Dario Šarić,dario-šarić,9,F-C,6-10,225,31.0,8,Anadolu Efes
DEN,24-25,1641790,PJ Hall,pj-hall,13,C,6-10,245,23.0,R,Clemson
DEN,24-25,1641747,DaRon Holmes II,daron-holmes-ii,14,F,6-10,225,22.0,R,Dayton
DEN,24-25,203999,Nikola Jokić,nikola-jokić,15,C,6-11,284,30.0,9,Mega Basket
DEN,24-25,1642461,Spencer Jones,spencer-jones,21,F,6-7,225,24.0,R,Stanford
DEN,24-25,1630192,Zeke Nnaji,zeke-nnaji,22,F-C,6-9,240,24.0,4,Arizona
DEN,24-25,1641725,Trey Alexander,trey-alexander,23,G,6-4,185,22.0,R,Creighton
DEN,24-25,1629618,Jalen Pickett,jalen-pickett,24,G,6-2,202,25.0,1,Penn State
DEN,24-25,1627750,Jamal Murray,jamal-murray,27,G,6-4,215,28.0,8,Kentucky
DEN,24-25,1628427,Vlatko Čančar,vlatko-čančar,31,F,6-8,236,28.0,5,San Pablo Burgos
DEN,24-25,203932,Aaron Gordon,aaron-gordon,32,F,6-8,235,29.0,10,Arizona
GSW,24-25,1627780,Gary Payton II,gary-payton-ii,0,G,6-2,195,32.0,8,Oregon State
GSW,24-25,1630228,Jonathan Kuminga,jonathan-kuminga,00,F,6-7,225,22.0,3,NBA G League Ignite
GSW,24-25,1642379,Taran Armstrong,taran-armstrong,1,G,6-5,190,23.0,R,"Cairns, Australia"
GSW,24-25,1641764,Brandin Podziemski,brandin-podziemski,2,G,6-4,205,22.0,1,Santa Clara
GSW,24-25,1630541,Moses Moody,moses-moody,4,G,6-5,211,23.0,3,Arkansas
GSW,24-25,1626172,Kevon Looney,kevon-looney,5,F,6-9,222,29.0,9,UCLA
GSW,24-25,1627741,Buddy Hield,buddy-hield,7,G,6-4,220,32.0,8,Oklahoma
GSW,24-25,202710,Jimmy Butler III,jimmy-butler-iii,10,F,6-7,230,35.0,13,Marquette
GSW,24-25,1630296,Braxton Key,braxton-key,12,F,6-8,225,28.0,3,Virginia
GSW,24-25,1630611,Gui Santos,gui-santos,15,F,6-6,185,23.0,1,Minas
GSW,24-25,1642366,Quinten Post,quinten-post,21,C,7-0,238,25.0,R,Boston College
GSW,24-25,203110,Draymond Green,draymond-green,23,F,6-6,230,35.0,12,Michigan State
GSW,24-25,201939,Stephen Curry,stephen-curry,30,G,6-2,185,37.0,15,Davidson
GSW,24-25,1628995,Kevin Knox II,kevin-knox-ii,31,F,6-8,215,25.0,6,Kentucky
GSW,24-25,1631218,Trayce Jackson-Davis,trayce-jackson-davis,32,F,6-9,245,25.0,1,Indiana
GSW,24-25,1642050,Jackson Rowe,jackson-rowe,44,F,6-7,210,28.0,R,California State-Fullerton
GSW,24-25,1630311,Pat Spencer,pat-spencer,61,G,6-3,205,28.0,1,Northwestern
HOU,24-25,1628988,Aaron Holiday,aaron-holiday,0,G,6-0,185,28.0,6,UCLA
HOU,24-25,1641708,Amen Thompson,amen-thompson,1,G-F,6-7,200,22.0,1,Overtime Elite
HOU,24-25,1629111,Jock Landale,jock-landale,2,C,6-11,255,29.0,3,St. Mary's
HOU,24-25,1642368,N'Faly Dante,nfaly-dante,3,C,6-11,230,23.0,R,Oregon
HOU,24-25,1630224,Jalen Green,jalen-green,4,G,6-4,186,23.0,3,NBA G League Ignite
HOU,24-25,1627832,Fred VanVleet,fred-vanvleet,5,G,6-0,197,31.0,8,Wichita State
HOU,24-25,1641715,Cam Whitmore,cam-whitmore,7,F,6-7,230,20.0,1,Villanova
HOU,24-25,1630256,Jae'Sean Tate,jaesean-tate,8,F,6-4,230,29.0,4,Ohio State
HOU,24-25,1628415,Dillon Brooks,dillon-brooks,9,G-F,6-6,225,29.0,7,Oregon
HOU,24-25,1631095,Jabari Smith Jr.,jabari-smith-jr,10,F,6-10,220,22.0,2,Auburn
HOU,24-25,203500,Steven Adams,steven-adams,12,C,6-11,265,31.0,11,Pittsburgh
HOU,24-25,1642263,Reed Sheppard,reed-sheppard,15,G,6-2,185,21.0,R,Kentucky
HOU,24-25,1631106,Tari Eason,tari-eason,17,F,6-8,215,24.0,2,Louisiana State
HOU,24-25,1631466,Nate Williams,nate-williams,19,G,6-5,205,26.0,2,Buffalo
HOU,24-25,1630578,Alperen Sengun,alperen-sengun,28,C,6-11,243,22.0,3,Besiktas
HOU,24-25,201145,Jeff Green,jeff-green,32,F,6-8,235,38.0,17,Georgetown
HOU,24-25,1631223,David Roddy,david-roddy,45,F,6-4,255,24.0,2,Colorado State
HOU,24-25,1629098,Jack McVeigh,jack-mcveigh,58,G-F,6-8,215,29.0,R,Nebraska-Lincoln
LAC,24-25,201935,James Harden,james-harden,1,G,6-5,220,35.0,15,Arizona State
LAC,24-25,202695,Kawhi Leonard,kawhi-leonard,2,F,6-7,225,34.0,13,San Diego State
LAC,24-25,1641754,Seth Lundy,seth-lundy,5,G-F,6-4,220,25.0,1,Penn State
LAC,24-25,1629599,Amir Coffey,amir-coffey,7,G-F,6-7,210,28.0,5,Minnesota
LAC,24-25,1627739,Kris Dunn,kris-dunn,8,G,6-3,205,31.0,8,Providence
LAC,24-25,1642280,Trentyn Flowers,trentyn-flowers,9,F,6-9,185,20.0,R,Adelaide
LAC,24-25,203992,Bogdan Bogdanović,bogdan-bogdanović,10,G,6-5,225,32.0,7,Fenerbahce
LAC,24-25,1641757,Jordan Miller,jordan-miller,11,G,6-5,194,25.0,1,Miami
LAC,24-25,1642353,Cam Christie,cam-christie,12,G,6-6,190,19.0,R,Minnesota
LAC,24-25,1629234,Drew Eubanks,drew-eubanks,15,F-C,6-10,245,28.0,6,Oregon State
LAC,24-25,1641738,Kobe Brown,kobe-brown,21,F,6-7,250,25.0,1,Missouri
LAC,24-25,1631116,Patrick Baldwin Jr.,patrick-baldwin-jr,23,F,6-9,220,22.0,2,Wisconsin-Milwaukee
LAC,24-25,1626181,Norman Powell,norman-powell,24,G,6-4,215,32.0,9,UCLA
LAC,24-25,1627732,Ben Simmons,ben-simmons,25,G-F,6-10,240,28.0,7,Louisiana State
LAC,24-25,201587,Nicolas Batum,nicolas-batum,33,G-F,6-8,230,36.0,16,Le Mans
LAC,24-25,1627826,Ivica Zubac,ivica-zubac,40,C,7-0,240,28.0,8,Mega Basket
LAC,24-25,1627884,Derrick Jones Jr.,derrick-jones-jr,55,F,6-6,210,28.0,8,UNLV
LAC,24-25,201988,Patty Mills,patty-mills,88,G,6-2,180,36.0,15,St. Mary's
LAL,24-25,1629020,Jarred Vanderbilt,jarred-vanderbilt,2,F,6-8,214,26.0,6,Kentucky
LAL,24-25,1642261,Dalton Knecht,dalton-knecht,4,F,6-6,215,24.0,R,Tennessee
LAL,24-25,1629216,Gabe Vincent,gabe-vincent,7,G,6-2,200,29.0,5,California-Santa Barbara
LAL,24-25,1642355,Bronny James,bronny-james,9,G,6-3,210,20.0,R,Southern California
LAL,24-25,1631132,Christian Koloko,christian-koloko,10,C,7-0,225,25.0,2,Arizona
LAL,24-25,1629637,Jaxson Hayes,jaxson-hayes,11,C-F,7-0,220,25.0,5,Texas
LAL,24-25,1628467,Maxi Kleber,maxi-kleber,14,F,6-10,240,33.0,7,Bayern Munich
LAL,24-25,1630559,Austin Reaves,austin-reaves,15,G,6-5,197,27.0,3,Oklahoma
LAL,24-25,1627827,Dorian Finney-Smith,dorian-finney-smith,17,F,6-7,220,32.0,8,Florida
LAL,24-25,1629003,Shake Milton,shake-milton,20,G,6-5,205,28.0,6,Southern Methodist
LAL,24-25,2544,LeBron James,lebron-james,23,F,6-9,250,40.0,21,St. Vincent-St. Mary HS (OH)
LAL,24-25,203458,Alex Len,alex-len,27,C,7-0,250,32.0,11,Maryland
LAL,24-25,1629060,Rui Hachimura,rui-hachimura,28,F,6-8,230,27.0,5,Gonzaga
LAL,24-25,1630692,Jordan Goodwin,jordan-goodwin,30,G,6-5,215,26.0,3,St. Louis
LAL,24-25,1641998,Trey Jemison III,trey-jemison-iii,55,C,6-11,270,25.0,1,Alabama-Birmingham
LAL,24-25,1629029,Luka Dončić,luka-dončić,77,F-G,6-6,230,26.0,6,Real Madrid
LAL,24-25,202693,Markieff Morris,markieff-morris,88,F,6-9,245,35.0,13,Kansas
MIA,24-25,1641815,Isaiah Stevens,isaiah-stevens,,G,6-0,185,24.0,R,Colorado State
MIA,24-25,1626179,Terry Rozier,terry-rozier,2,G,6-1,190,31.0,9,Louisville
MIA,24-25,1631107,Nikola Jović,nikola-jović,5,F,6-10,205,22.0,2,Mega Basket
MIA,24-25,1642276,Kel'el Ware,kelel-ware,7,C,7-0,230,21.0,R,Indiana
MIA,24-25,1630528,Josh Christopher,josh-christopher,8,G,6-4,215,23.0,2,Arizona State
MIA,24-25,1641796,Pelle Larsson,pelle-larsson,9,G,6-5,215,24.0,R,Arizona
MIA,24-25,1631170,Jaime Jaquez Jr.,jaime-jaquez-jr,11,G,6-6,225,24.0,1,UCLA
MIA,24-25,1630696,Dru Smith,dru-smith,12,G,6-2,203,27.0,2,Missouri
MIA,24-25,1628389,Bam Adebayo,bam-adebayo,13,C-F,6-9,255,27.0,7,Kentucky
MIA,24-25,1629639,Tyler Herro,tyler-herro,14,G,6-5,195,25.0,5,Kentucky
MIA,24-25,1642352,Keshad Johnson,keshad-johnson,16,F,6-7,225,24.0,R,Arizona
MIA,24-25,202692,Alec Burks,alec-burks,18,G,6-5,214,33.0,13,Colorado
MIA,24-25,203937,Kyle Anderson,kyle-anderson,20,F-G,6-9,230,31.0,10,UCLA
MIA,24-25,203952,Andrew Wiggins,andrew-wiggins,22,F,6-7,197,30.0,10,Kansas
MIA,24-25,1629312,Haywood Highsmith,haywood-highsmith,24,F,6-5,220,28.0,4,Wheeling Jesuit
MIA,24-25,201567,Kevin Love,kevin-love,42,F-C,6-8,251,36.0,16,UCLA
MIA,24-25,1630558,Davion Mitchell,davion-mitchell,45,G,6-0,202,26.0,3,Baylor
MIA,24-25,1629130,Duncan Robinson,duncan-robinson,55,F,6-7,215,31.0,6,Michigan
MIL,24-25,203081,Damian Lillard,damian-lillard,0,G,6-2,195,34.0,12,Weber State
MIL,24-25,1630579,Jericho Sims,jericho-sims,00,C,6-10,250,26.0,3,Texas
MIL,24-25,1629645,Kevin Porter Jr.,kevin-porter-jr,3,G-F,6-4,203,25.0,4,Southern California
MIL,24-25,1629018,Gary Trent Jr.,gary-trent-jr,5,G,6-5,204,26.0,6,Duke
MIL,24-25,1641753,Chris Livingston,chris-livingston,7,F,6-6,220,21.0,1,Kentucky
MIL,24-25,1626171,Bobby Portis,bobby-portis,9,F,6-10,250,30.0,9,Arkansas
MIL,24-25,201572,Brook Lopez,brook-lopez,11,C,7-1,282,37.0,16,Stanford
MIL,24-25,1627752,Taurean Prince,taurean-prince,12,F,6-6,218,31.0,8,Baylor
MIL,24-25,1631157,Ryan Rollins,ryan-rollins,13,G,6-3,180,22.0,2,Toledo
MIL,24-25,1631123,Jamaree Bouyea,jamaree-bouyea,15,G,6-2,180,26.0,2,San Francisco
MIL,24-25,1630649,Stanley Umude,stanley-umude,17,G,6-6,210,26.0,2,Arkansas
MIL,24-25,1628398,Kyle Kuzma,kyle-kuzma,18,F,6-9,221,29.0,7,Utah
MIL,24-25,1631260,AJ Green,aj-green,20,G,6-4,190,25.0,2,Northern Iowa
MIL,24-25,1641890,Tyler Smith,tyler-smith,21,F,6-9,224,20.0,R,NBA G League Ignite
MIL,24-25,1626192,Pat Connaughton,pat-connaughton,24,G,6-5,209,32.0,9,Notre Dame
MIL,24-25,203507,Giannis Antetokounmpo,giannis-antetokounmpo,34,F,6-11,243,30.0,11,Filathlitikos
MIL,24-25,1631250,Pete Nance,pete-nance,35,F,6-10,225,25.0,1,Northwestern
MIL,24-25,1641748,Andre Jackson Jr.,andre-jackson-jr,44,G,6-6,209,23.0,1,Connecticut
MIN,24-25,1628978,Donte DiVincenzo,donte-divincenzo,0,G,6-4,203,28.0,6,Villanova
MIN,24-25,1630545,Terrence Shannon Jr.,terrence-shannon-jr,00,G-F,6-6,215,24.0,R,Illinois
MIN,24-25,1630183,Jaden McDaniels,jaden-mcdaniels,3,F,6-9,185,24.0,4,Washington
MIN,24-25,1642265,Rob Dillingham,rob-dillingham,4,G,6-3,175,20.0,R,Kentucky
MIN,24-25,1630162,Anthony Edwards,anthony-edwards,5,G,6-4,225,23.0,4,Georgia
MIN,24-25,204060,Joe Ingles,joe-ingles,7,F-G,6-8,220,37.0,10,Maccabi Tel Aviv
MIN,24-25,1631169,Josh Minott,josh-minott,8,F,6-8,205,22.0,2,Memphis
MIN,24-25,1629638,Nickeil Alexander-Walker,nickeil-alexander-walker,9,G,6-5,205,26.0,5,Virginia Tech
MIN,24-25,201144,Mike Conley,mike-conley,10,G,6-0,175,37.0,17,Ohio State
MIN,24-25,1629675,Naz Reid,naz-reid,11,C-F,6-9,264,25.0,5,Louisiana State
MIN,24-25,1641803,Tristen Newton,tristen-newton,13,G,6-5,190,24.0,R,Connecticut
MIN,24-25,1642399,Jesse Edwards,jesse-edwards,14,C,7-0,236,25.0,R,West Virginia
MIN,24-25,1641740,Jaylen Clark,jaylen-clark,22,G,6-4,205,23.0,R,UCLA
MIN,24-25,203497,Rudy Gobert,rudy-gobert,27,C,7-1,258,33.0,11,Cholet
MIN,24-25,203944,Julius Randle,julius-randle,30,F-C,6-9,250,30.0,10,Kentucky
MIN,24-25,1631159,Leonard Miller,leonard-miller,33,F,6-10,220,21.0,1,NBA G League Ignite
MIN,24-25,1630568,Luka Garza,luka-garza,55,C,6-10,243,26.0,3,Iowa
MIN,24-25,1630538,Bones Hyland,bones-hyland,77,G,6-2,169,24.0,3,Virginia Commonwealth
BRK,24-25,1641727,Dariq Whitehead,dariq-whitehead,0,G-F,6-6,220,20.0,1,Duke
BRK,24-25,1626156,D'Angelo Russell,dangelo-russell,1,G,6-3,193,29.0,9,Ohio State
BRK,24-25,1629661,Cameron Johnson,cameron-johnson,2,F,6-8,210,29.0,5,North Carolina
BRK,24-25,1641736,Reece Beekman,reece-beekman,4,G,6-3,190,23.0,R,Virginia
BRK,24-25,1630533,Ziaire Williams,ziaire-williams,8,F,6-9,185,23.0,3,Stanford
BRK,24-25,1630570,Trendon Watford,trendon-watford,9,G-F,6-8,237,24.0,3,Louisiana State
BRK,24-25,1630623,Tyson Etienne,tyson-etienne,10,G,6-2,200,25.0,R,Wichita State
BRK,24-25,1641787,Tosan Evbuomwan,tosan-evbuomwan,12,F,6-7,217,24.0,1,Princeton
BRK,24-25,1631213,Tyrese Martin,tyrese-martin,13,F,6-6,215,26.0,1,Connecticut
BRK,24-25,1629001,De'Anthony Melton,deanthony-melton,14,G,6-3,200,27.0,6,Southern California
BRK,24-25,1630549,Day'Ron Sharpe,dayron-sharpe,20,C,6-9,265,23.0,3,North Carolina
BRK,24-25,1641730,Noah Clowney,noah-clowney,21,F-C,6-9,210,20.0,1,Alabama
BRK,24-25,1630592,Jalen Wilson,jalen-wilson,22,F,6-6,220,24.0,1,Kansas
BRK,24-25,1630560,Cam Thomas,cam-thomas,24,G,6-3,210,23.0,3,Louisiana State
BRK,24-25,1631166,Drew Timme,drew-timme,26,F,6-10,235,24.0,R,Gonzaga
BRK,24-25,1641721,Maxwell Lewis,maxwell-lewis,27,F,6-7,215,22.0,1,Pepperdine
BRK,24-25,1629651,Nic Claxton,nic-claxton,33,C,6-11,215,26.0,5,Georgia
BRK,24-25,1630553,Keon Johnson,keon-johnson,45,G,6-5,185,23.0,3,Tennessee
NYK,24-25,200782,P.J. Tucker,pj-tucker,,F,6-5,245,40.0,13,Texas
NYK,24-25,1626153,Delon Wright,delon-wright,0,G,6-5,185,33.0,9,Utah
NYK,24-25,1630699,MarJon Beauchamp,marjon-beauchamp,0,F,6-7,199,24.0,2,NBA G League Ignite
NYK,24-25,1626166,Cameron Payne,cameron-payne,1,G,6-3,183,30.0,9,Murray State
NYK,24-25,1630540,Miles McBride,miles-mcbride,2,G,6-1,195,24.0,3,West Virginia
NYK,24-25,1628404,Josh Hart,josh-hart,3,G,6-4,215,30.0,7,Villanova
NYK,24-25,1642359,Pacôme Dadiet,pacôme-dadiet,4,F,6-8,210,19.0,R,Ratiopharm Ulm
NYK,24-25,1630173,Precious Achiuwa,precious-achiuwa,5,F,6-8,243,25.0,4,Memphis
NYK,24-25,1628384,OG Anunoby,og-anunoby,8,F-G,6-7,240,27.0,7,Indiana
NYK,24-25,1641755,Kevin McCullar Jr.,kevin-mccullar-jr,9,G,6-6,210,24.0,R,Kansas
NYK,24-25,1628973,Jalen Brunson,jalen-brunson,11,G,6-2,190,28.0,6,Villanova
NYK,24-25,1642278,Tyler Kolek,tyler-kolek,13,G,6-3,195,24.0,R,Marquette
NYK,24-25,1629011,Mitchell Robinson,mitchell-robinson,23,C-F,7-0,240,27.0,6,Western Kentucky
NYK,24-25,1628969,Mikal Bridges,mikal-bridges,25,G-F,6-6,209,28.0,6,Villanova
NYK,24-25,1641817,Anton Watson,anton-watson,28,F,6-8,225,24.0,R,Gonzaga
NYK,24-25,1626157,Karl-Anthony Towns,karl-anthony-towns,32,C-F,7-0,248,29.0,9,Kentucky
NYK,24-25,1629013,Landry Shamet,landry-shamet,44,G,6-4,190,28.0,6,Wichita State
NYK,24-25,1630574,Ariel Hukporti,ariel-hukporti,55,C,6-11,246,23.0,R,Riesen Ludwigsburg
ORL,24-25,1641710,Anthony Black,anthony-black,0,G,6-7,200,21.0,1,Arkansas
ORL,24-25,1628371,Jonathan Isaac,jonathan-isaac,1,F,6-10,230,27.0,7,Florida State
ORL,24-25,1631216,Caleb Houstan,caleb-houstan,2,G,6-8,205,22.0,2,Michigan
ORL,24-25,1630217,Desmond Bane,desmond-bane,3,G,6-5,215,27.0,4,TCU
ORL,24-25,1630591,Jalen Suggs,jalen-suggs,4,G,6-5,205,24.0,3,Gonzaga
ORL,24-25,1631094,Paolo Banchero,paolo-banchero,5,F,6-10,250,22.0,2,Duke
ORL,24-25,1630644,Mac McClung,mac-mcclung,8,G,6-2,185,26.0,2,Texas Tech
ORL,24-25,202709,Cory Joseph,cory-joseph,10,G,6-2,200,33.0,13,Texas
ORL,24-25,1630243,Trevelin Queen,trevelin-queen,12,G,6-5,190,28.0,3,New Mexico State
ORL,24-25,1641724,Jett Howard,jett-howard,13,G,6-6,215,21.0,1,Michigan
ORL,24-25,203914,Gary Harris,gary-harris,14,G,6-4,210,30.0,10,Michigan State
ORL,24-25,1629021,Moritz Wagner,moritz-wagner,21,F-C,6-11,245,28.0,6,Michigan
ORL,24-25,1630532,Franz Wagner,franz-wagner,22,F,6-10,220,23.0,3,Michigan
ORL,24-25,1641783,Tristan da Silva,tristan-da-silva,23,F,6-8,217,24.0,R,Colorado
ORL,24-25,1628976,Wendell Carter Jr.,wendell-carter-jr,34,C-F,6-10,270,26.0,6,Duke
ORL,24-25,1629048,Goga Bitadze,goga-bitadze,35,C-F,6-10,250,25.0,5,Mega Basket
ORL,24-25,1630679,Ethan Thompson,ethan-thompson,55,G,6-5,195,26.0,R,Oregon State
IND,24-25,1630169,Tyrese Haliburton,tyrese-haliburton,0,G,6-5,185,25.0,4,Iowa State
IND,24-25,1631097,Bennedict Mathurin,bennedict-mathurin,00,G-F,6-5,210,23.0,2,Arizona
IND,24-25,1630167,Obi Toppin,obi-toppin,1,F,6-9,220,27.0,4,Dayton
IND,24-25,1629614,Andrew Nembhard,andrew-nembhard,2,G-F,6-4,191,25.0,2,Gonzaga
IND,24-25,1628418,Thomas Bryant,thomas-bryant,3,C-F,6-10,248,27.0,7,Indiana
IND,24-25,1641716,Jarace Walker,jarace-walker,5,F,6-7,235,21.0,1,Houston
IND,24-25,1642402,Enrique Freeman,enrique-freeman,8,F,6-7,220,24.0,R,Akron
IND,24-25,204456,T.J. McConnell,tj-mcconnell,9,G,6-1,190,33.0,9,Arizona
IND,24-25,1642484,RayJ Dennis,rayj-dennis,10,G,6-2,180,24.0,R,Baylor
IND,24-25,1642277,Johnny Furphy,johnny-furphy,12,G,6-9,200,20.0,R,Kansas
IND,24-25,1628396,Tony Bradley,tony-bradley,13,C-F,6-11,248,27.0,6,North Carolina
IND,24-25,201949,James Johnson,james-johnson,16,F,6-7,240,38.0,15,Wake Forest
IND,24-25,1630543,Isaiah Jackson,isaiah-jackson,22,F,6-9,205,23.0,3,Kentucky
IND,24-25,1630174,Aaron Nesmith,aaron-nesmith,23,G-F,6-6,215,25.0,4,Vanderbilt
IND,24-25,1641767,Ben Sheppard,ben-sheppard,26,G,6-6,190,23.0,1,Belmont
