Player,Player_ID,Year,Team,Position,PPG,ORPG,RPG,APG,SPG,BPG,TOPG,FG%,3P%,FT%,MPG,FPG,PTS,REB,AST,STL,BLK,TO,FGM,FGA,3PM,3PA,FTM,FTA,MINS,FLS,G,GS,TD
TyTy Washington Jr.,washity02,23-24,MIL,PG,1.3,0.1,0.5,0.5,0.3,0.0,0.2,0.3,0.333,,5.1,0.1,14,5,5,3,0,2,6,20,2,6,0,0,56,1,11,0,0
A.J. Green,greenaj01,24-25,MIL,SG,7.4,0.2,2.4,1.5,0.5,0.1,0.5,0.429,0.427,0.815,22.7,2.2,541,174,108,37,7,40,182,424,155,363,22,27,1659,157,73,7,0
Andre Jackson Jr.,jacksan01,24-25,MIL,SG,3.4,1.0,2.7,1.2,0.5,0.2,0.9,0.477,0.395,0.5,14.6,1.7,230,182,83,34,14,58,94,197,30,76,12,24,980,114,67,43,0
Bobby Portis,portibo01,24-25,MIL,PF,13.9,1.8,8.4,2.1,0.7,0.5,1.2,0.466,0.365,0.836,25.4,1.9,680,411,104,35,26,57,277,595,65,178,61,73,1244,94,49,7,0
Brook Lopez,lopezbr01,24-25,MIL,C,13.0,1.4,5.0,1.8,0.6,1.8,1.0,0.509,0.373,0.826,31.8,2.1,1041,401,143,50,148,84,394,774,139,373,114,138,2546,171,80,80,0
Chris Livingston,livinch01,24-25,MIL,SF,1.4,0.5,1.7,0.2,0.2,0.0,0.3,0.333,0.0,0.75,5.0,0.4,30,35,5,5,0,6,9,27,0,8,12,16,106,8,21,1,0
Damian Lillard,lillada01,24-25,MIL,PG,24.9,0.5,4.7,7.1,1.2,0.2,2.8,0.448,0.376,0.921,36.1,1.7,1447,272,410,70,10,162,444,992,197,524,362,393,2093,97,58,58,2
Gary Trent Jr.,trentga02,24-25,MIL,SG,11.1,0.3,2.3,1.2,1.0,0.1,0.6,0.431,0.416,0.848,25.6,1.7,824,168,87,72,4,42,283,657,180,433,78,92,1893,124,74,9,0
Giannis Antetokounmpo,antetgi01,24-25,MIL,PF,30.4,2.2,11.9,6.5,0.9,1.2,3.1,0.601,0.222,0.617,34.2,2.3,2036,798,433,58,78,206,793,1319,14,63,436,707,2289,155,67,67,11
Jamaree Bouyea,bouyeja01,24-25,MIL,PG,3.4,0.2,1.0,2.0,0.8,0.4,1.6,0.5,0.2,0.667,12.4,0.4,17,5,10,4,2,8,6,12,1,5,4,6,62,2,5,1,0
Jericho Sims,simsje01,24-25,NYK-MIL,C,1.8,1.3,3.7,0.6,0.2,0.4,0.6,0.634,,0.615,11.9,1.2,98,197,33,10,19,33,45,71,0,0,8,13,632,65,53,5,0
Kevin Porter Jr.,porteke02,24-25,LAC-MIL,SG,10.3,0.6,3.7,3.4,1.1,0.2,1.8,0.449,0.311,0.769,19.8,1.6,771,278,256,81,13,136,293,652,55,177,130,169,1482,119,75,4,1
Kyle Kuzma,kuzmaky01,24-25,WAS-MIL,PF,14.8,0.8,5.7,2.3,0.6,0.3,2.2,0.436,0.307,0.634,29.8,1.8,964,370,152,36,19,146,370,848,96,313,128,202,1936,119,65,62,0
Liam Robbins,robbili01,24-25,MIL,C,0.7,0.5,0.9,0.2,0.2,0.2,0.5,0.25,0.0,0.5,4.4,0.7,9,12,2,2,2,6,2,8,0,2,5,10,57,9,13,0,0
Pat Connaughton,connapa01,24-25,MIL,SG,5.3,0.5,2.7,1.7,0.2,0.3,0.6,0.469,0.321,0.774,14.7,1.1,216,109,70,9,11,24,83,177,26,81,24,31,603,45,41,1,0
Pete Nance,nancepe01,24-25,PHI-MIL,C,2.9,0.4,1.6,0.8,0.2,0.2,0.3,0.438,0.375,0.5,10.6,1.3,38,21,10,2,2,4,14,32,9,24,1,2,138,17,13,1,0
Ryan Rollins,rolliry01,24-25,MIL,PG,6.2,0.4,1.9,1.9,0.8,0.3,0.9,0.487,0.408,0.8,14.6,1.6,349,108,104,42,17,53,132,271,49,120,36,45,820,88,56,19,0
Stanley Umude,umudest01,24-25,MIL,SG,0.7,0.2,0.8,0.2,0.1,0.3,0.1,0.192,0.2,0.5,3.9,0.4,15,17,4,3,6,3,5,26,3,15,2,4,86,8,22,0,0
Taurean Prince,princta02,24-25,MIL,SF,8.2,0.4,3.6,1.9,1.0,0.2,1.0,0.457,0.439,0.813,27.1,2.1,656,287,155,76,15,82,235,514,147,335,39,48,2166,165,80,73,0
Tyler Smith,smithty02,24-25,MIL,PF,2.9,0.3,1.1,0.2,0.1,0.2,0.3,0.48,0.433,0.75,5.3,0.5,67,25,4,3,4,8,24,50,13,30,6,8,122,11,23,0,0
A.J. Green,greenaj01,25-26,MIL,SG,10.4,0.4,2.7,1.9,0.5,0.1,1.0,0.424,0.419,0.855,29.1,2.3,809,213,152,39,8,75,262,618,232,554,53,62,2270,179,78,68,0
Alex Antetokounmpo,antetal01,25-26,MIL,SF,3.2,0.3,1.0,0.2,0.0,0.2,0.2,0.375,0.286,0.733,3.5,0.2,19,6,1,0,1,1,3,8,2,7,11,15,21,1,6,0,0
Andre Jackson Jr.,jacksan01,25-26,MIL,SG,2.4,0.5,1.5,0.9,0.4,0.1,0.6,0.328,0.25,0.625,8.5,0.9,113,72,43,19,4,31,39,119,15,60,20,32,408,43,48,1,0
Bobby Portis,portibo01,25-26,MIL,PF,13.7,1.3,6.4,1.6,0.6,0.2,1.0,0.488,0.456,0.706,24.2,1.6,915,428,105,41,12,66,366,750,135,296,48,68,1619,110,67,9,0
Cam Thomas,thomaca02,25-26,BRK-MIL,SG,13.5,0.3,1.7,2.6,0.2,0.1,1.8,0.41,0.31,0.811,21.0,1.0,567,71,108,9,4,74,189,461,52,168,137,169,881,43,42,8,0
Cole Anthony,anthoco01,25-26,MIL,PG,6.7,0.5,2.5,3.5,0.6,0.3,1.9,0.424,0.306,0.615,15.1,2.1,234,87,121,20,11,65,98,231,22,72,16,26,527,73,35,0,0
Cormac Ryan,ryanco01,25-26,MIL,SG,14.3,0.7,2.5,1.7,1.0,0.3,1.5,0.52,0.458,0.923,24.6,2.5,157,28,19,11,3,17,53,102,27,59,24,26,271,27,11,2,0
Gary Harris,harriga01,25-26,MIL,SG,2.7,0.3,1.3,1.1,0.6,0.2,0.4,0.442,0.412,0.889,13.8,1.1,128,61,51,27,9,19,46,104,28,68,8,9,661,53,48,2,0
Gary Trent Jr.,trentga02,25-26,MIL,SG,8.1,0.1,1.0,1.2,0.5,0.0,0.6,0.387,0.36,0.769,21.2,1.3,529,67,79,34,3,41,183,473,123,342,40,52,1377,85,65,21,0
Giannis Antetokounmpo,antetgi01,25-26,MIL,PF,27.6,2.7,9.8,5.4,0.9,0.7,3.2,0.624,0.333,0.65,28.9,2.4,993,352,196,34,24,115,373,598,15,45,232,357,1039,86,36,36,0
Jericho Sims,simsje01,25-26,MIL,C,5.0,2.2,5.5,1.6,0.3,0.3,1.1,0.784,,0.62,19.7,2.2,334,370,104,19,17,75,145,185,0,0,44,71,1318,146,67,19,1
Kevin Porter Jr.,porteke02,25-26,MIL,PG,17.4,0.9,5.2,7.4,2.2,0.5,2.9,0.465,0.322,0.878,33.2,2.3,661,198,280,83,19,110,239,514,46,143,137,156,1261,88,38,36,2
Kyle Kuzma,kuzmaky01,25-26,MIL,PF,13.0,0.8,4.5,2.7,0.7,0.4,1.7,0.492,0.347,0.726,26.2,1.9,896,313,184,46,28,119,339,689,83,239,135,186,1806,134,69,43,0
Mark Sears,searsma01,25-26,MIL,PG,3.1,0.1,0.3,0.3,0.0,0.0,0.6,0.462,0.5,0.75,3.7,0.6,22,2,2,0,0,4,6,13,4,8,6,8,26,4,7,0,0
Myles Turner,turnemy01,25-26,MIL,C,11.9,1.1,5.3,1.5,0.7,1.6,1.2,0.44,0.383,0.74,26.9,2.6,846,378,103,50,115,83,284,646,147,384,131,177,1912,185,71,71,0
Ousmane Dieng,diengou01,25-26,OKC-MIL,C,7.6,0.5,3.2,2.4,0.4,0.3,1.3,0.422,0.341,0.711,19.3,1.4,431,180,136,25,17,75,168,398,63,185,32,45,1099,78,57,20,0
Pete Nance,nancepe01,25-26,MIL,PF,5.4,0.6,2.7,1.0,0.3,0.3,0.6,0.515,0.42,0.364,15.7,1.3,254,125,48,14,14,26,100,194,50,119,4,11,737,62,47,6,0
Ryan Rollins,rolliry01,25-26,MIL,PG,17.3,0.7,4.6,5.6,1.5,0.4,2.7,0.472,0.406,0.796,32.1,2.6,1281,338,414,110,31,201,486,1030,184,453,125,157,2376,193,74,67,0
Taurean Prince,princta02,25-26,MIL,SF,9.2,0.2,3.1,1.8,0.6,0.2,1.2,0.45,0.436,1.0,23.5,1.8,239,81,46,16,6,31,86,191,61,140,6,6,611,48,26,7,0
Thanasis Antetokounmpo,antetth01,25-26,MIL,SF,1.4,0.4,0.9,0.4,0.4,0.2,0.3,0.469,0.0,0.567,4.4,0.5,47,30,15,13,6,10,15,32,0,4,17,30,148,18,34,0,0
