Player,Player_ID,Year,Team,Position,PPG,ORPG,RPG,APG,SPG,BPG,TOPG,FG%,3P%,FT%,MPG,FPG,PTS,REB,AST,STL,BLK,TO,FGM,FGA,3PM,3PA,FTM,FTA,MINS,FLS,G,GS,TD
Ziaire Williams,willizi02,22-23,MEM,SF,5.7,0.4,2.1,0.9,0.4,0.2,1.0,0.429,0.258,0.773,15.2,1.6,210,79,35,14,6,37,84,196,25,97,17,22,561,58,37,4,0
Brandon Clarke,clarkbr01,23-24,MEM,PF,11.3,2.2,5.3,1.5,0.8,1.0,0.5,0.559,0.167,0.143,22.3,1.3,68,32,9,5,6,3,33,59,1,6,1,7,134,8,6,1,0
DeJon Jarreau,jarrede01,23-24,MEM,SG,4.8,0.9,4.9,2.9,0.7,0.2,1.0,0.34,0.308,0.455,16.7,1.6,43,44,26,6,2,9,17,50,4,13,5,11,150,14,9,0,0
Derrick Rose,rosede01,23-24,MEM,PG,8.0,0.3,1.9,3.2,0.3,0.1,1.3,0.461,0.366,0.889,16.6,0.9,191,45,78,8,2,31,76,165,15,41,24,27,399,21,24,7,0
Desmond Bane,banede01,23-24,MEM,SG,23.7,0.9,4.4,5.5,1.0,0.5,2.7,0.464,0.381,0.87,34.4,2.9,997,185,230,43,22,112,360,776,137,360,140,161,1443,120,42,42,0
GG Jackson II,jacksgg01,23-24,MEM,PF,14.6,1.1,4.1,1.2,0.6,0.5,1.4,0.428,0.357,0.752,25.7,1.3,699,196,59,28,24,65,241,563,102,286,115,153,1233,64,48,18,0
Ja Morant,moranja01,23-24,MEM,PG,25.1,0.7,5.6,8.1,0.8,0.6,3.0,0.471,0.275,0.813,35.3,2.1,226,50,73,7,5,27,80,170,14,51,52,64,318,19,9,9,0
Jack White,whiteja03,23-24,MEM,SF,1.5,1.0,3.0,0.2,1.0,0.2,0.5,0.125,0.2,,16.0,0.8,6,12,1,4,1,2,2,16,2,10,0,0,64,3,4,0,0
Jake LaRavia,laravja01,23-24,MEM,PF,10.8,1.5,3.7,1.7,0.8,0.3,1.3,0.389,0.34,0.826,23.0,2.0,379,128,58,29,12,45,118,303,53,156,90,109,806,69,35,6,0
Jaren Jackson Jr.,jacksja02,23-24,MEM,C,22.5,1.3,5.5,2.3,1.2,1.6,2.4,0.444,0.32,0.808,32.2,3.6,1486,365,154,80,106,160,516,1162,117,366,337,417,2124,235,66,66,0
John Konchar,konchjo01,23-24,MEM,SF,4.3,1.3,4.7,2.0,0.9,0.9,0.8,0.423,0.317,0.84,21.3,1.4,235,257,110,51,51,46,88,208,38,120,21,25,1173,76,55,23,0
Jordan Goodwin,goodwjo01,23-24,PHO-MEM,PG,6.5,1.5,4.4,2.7,0.8,0.3,1.0,0.369,0.298,0.746,18.5,1.3,368,253,155,48,18,56,141,382,42,141,44,59,1055,76,57,12,0
Lamar Stevens,stevela01,23-24,BOS-MEM,PF,7.2,0.9,3.3,0.7,0.6,0.6,0.6,0.45,0.304,0.778,14.7,1.2,272,127,28,23,22,24,108,240,14,46,42,54,559,45,38,3,0
Luke Kennard,kennalu01,23-24,MEM,SG,11.0,0.3,2.9,3.5,0.5,0.1,1.4,0.448,0.45,0.889,25.6,1.0,429,113,136,20,2,54,141,315,107,238,40,45,999,39,39,22,0
Marcus Smart,smartma01,23-24,MEM,PG,14.4,0.3,2.6,4.3,2.0,0.2,3.1,0.43,0.313,0.768,30.2,2.6,289,53,86,41,5,62,102,237,42,134,43,56,605,53,20,20,0
