Player,Player_ID,Year,Team,Position,PPG,ORPG,RPG,APG,SPG,BPG,TOPG,FG%,3P%,FT%,MPG,FPG,PTS,REB,AST,STL,BLK,TO,FGM,FGA,3PM,3PA,FTM,FTA,MINS,FLS,G,GS,TD
Jamison Battle,battlja01,24-25,TOR,SF,7.1,0.6,2.7,0.9,0.3,0.2,0.5,0.429,0.405,0.889,17.7,1.6,419,158,53,17,10,27,149,347,105,259,16,18,1042,92,59,10,0
Jared Rhoden,rhodeja01,24-25,CHO-TOR,SG,8.4,1.0,3.0,1.1,0.7,0.1,0.6,0.483,0.308,0.88,16.2,1.4,118,42,16,10,2,9,42,87,12,39,22,25,227,20,14,2,0
Jonathan Mogbo,mogbojo01,24-25,TOR,PF,6.2,1.7,4.9,2.3,0.9,0.5,1.1,0.438,0.243,0.732,20.4,2.2,389,311,146,55,34,70,156,356,17,70,60,82,1286,136,63,18,1
Ochai Agbaji,agbajoc01,24-25,TOR,SG,10.4,1.0,3.8,1.5,0.9,0.5,0.8,0.498,0.399,0.708,27.2,2.0,667,242,98,58,30,54,266,534,101,253,34,48,1739,125,64,45,0
Orlando Robinson,robinor01,24-25,SAC-TOR,C,6.9,2.0,5.0,1.8,0.4,0.4,1.1,0.444,0.327,0.771,17.5,2.3,303,220,77,17,16,49,116,261,17,52,54,70,770,100,44,8,0
RJ Barrett,barrerj01,24-25,TOR,SF,21.1,1.1,6.3,5.4,0.8,0.3,2.8,0.468,0.35,0.63,32.2,2.4,1223,366,314,46,17,165,460,982,107,306,196,311,1869,137,58,58,2
Scottie Barnes,barnesc01,24-25,TOR,PF,19.3,1.7,7.7,5.8,1.4,1.0,2.8,0.446,0.271,0.755,32.8,1.7,1252,502,378,93,63,185,474,1063,76,280,228,302,2134,113,65,65,1
Ulrich Chomche,chomcul01,24-25,TOR,PF,0.7,0.6,1.1,0.3,0.0,0.1,0.3,0.4,,0.5,4.6,0.7,5,8,2,0,1,2,2,5,0,0,1,2,32,5,7,0,0
A.J. Lawson,lawsoaj01,25-26,TOR,SG,4.2,0.4,1.8,0.3,0.5,0.2,0.2,0.436,0.422,0.778,9.4,1.1,101,43,7,12,4,6,34,78,19,45,14,18,226,27,24,0,0
Alijah Martin,martial01,25-26,TOR,SG,2.2,0.4,0.9,0.5,0.3,0.2,0.3,0.32,0.19,0.789,6.3,0.5,51,21,12,8,4,8,16,50,4,21,15,19,146,12,23,0,0
Brandon Ingram,ingrabr01,25-26,TOR,SF,21.5,0.8,5.6,3.7,0.8,0.7,2.4,0.477,0.382,0.82,33.8,1.9,1655,430,284,58,55,187,614,1288,135,353,292,356,2604,148,77,77,0
Chucky Hepburn,hepbuch01,25-26,TOR,PG,0.0,0.0,0.5,1.0,0.5,0.0,0.5,0.0,0.0,,6.5,1.0,0,1,2,1,0,1,0,6,0,5,0,0,13,2,2,0,0
Collin Murray-Boyles,murraco01,25-26,TOR,PF,8.5,2.3,5.0,1.9,0.9,0.9,1.0,0.579,0.34,0.657,21.9,2.6,484,285,106,52,53,59,198,342,17,50,71,108,1246,147,57,22,0
Garrett Temple,templga01,25-26,TOR,SG,0.8,0.0,0.4,0.4,0.2,0.1,0.3,0.267,0.25,0.667,3.3,0.3,17,9,9,4,2,7,4,15,3,12,6,9,73,6,22,0,0
Gradey Dick,dickgr01,25-26,TOR,SG,6.0,0.6,1.9,0.7,0.6,0.1,0.6,0.419,0.301,0.875,14.0,1.3,455,147,51,45,7,43,161,384,56,186,77,88,1067,101,76,1,0
Immanuel Quickley,quickim01,25-26,TOR,PG,16.4,0.5,4.0,5.9,1.3,0.1,1.5,0.443,0.374,0.821,31.9,2.0,1150,282,415,92,5,102,401,905,178,476,170,207,2231,141,70,70,0
Ja'Kobe Walter,walteja01,25-26,TOR,SG,7.5,0.8,2.6,1.2,1.0,0.2,0.5,0.446,0.409,0.789,20.5,2.2,541,185,86,73,14,37,180,404,110,269,71,90,1474,162,72,19,0
Jakob Poeltl,poeltja01,25-26,TOR,C,10.7,2.5,7.0,2.0,0.9,0.7,1.2,0.7,,0.602,25.0,3.2,493,323,93,40,32,57,217,310,0,0,59,98,1149,145,46,44,0
Jamal Shead,sheadja01,25-26,TOR,PG,6.6,0.3,1.7,5.4,0.9,0.2,1.4,0.367,0.321,0.784,22.6,2.0,545,143,444,76,15,112,185,504,84,262,91,116,1852,162,82,12,0
Jamison Battle,battlja01,25-26,TOR,SF,3.1,0.3,1.5,0.4,0.1,0.0,0.3,0.51,0.412,0.643,8.5,0.7,192,89,24,7,3,19,74,145,35,85,9,14,517,42,61,2,0
Jonathan Mogbo,mogbojo01,25-26,TOR,PF,1.5,0.5,1.7,0.6,0.3,0.2,0.4,0.591,0.0,0.643,6.2,0.6,61,68,25,11,8,14,26,44,0,1,9,14,249,26,40,0,0
Markelle Fultz,fultzma01,25-26,TOR,PG,0.8,0.0,0.2,1.6,0.4,0.0,0.8,0.182,,,7.2,0.4,4,1,8,2,0,4,2,11,0,0,0,0,36,2,5,0,0
RJ Barrett,barrerj01,25-26,TOR,SF,19.3,1.0,5.3,3.3,0.7,0.3,1.7,0.491,0.339,0.717,30.3,2.6,1098,300,189,42,19,99,401,816,96,283,200,279,1726,147,57,57,0
Sandro Mamukelashvili,mamuksa01,25-26,TOR,C,11.2,1.4,4.9,1.9,0.8,0.5,0.8,0.523,0.389,0.747,21.9,1.8,893,395,151,64,41,67,330,631,115,296,118,158,1751,147,80,13,0
Scottie Barnes,barnesc01,25-26,TOR,PF,18.1,1.9,7.5,5.9,1.4,1.4,2.6,0.507,0.304,0.815,33.5,2.6,1448,600,474,114,116,210,569,1123,68,224,242,297,2681,211,80,80,3
Trayce Jackson-Davis,jackstr02,25-26,GSW-TOR,C,3.4,1.2,2.7,0.7,0.3,0.5,0.4,0.573,1.0,0.514,9.4,0.8,181,145,39,17,24,22,71,124,1,1,38,74,496,45,53,1,0
