Player,Player_ID,Year,Team,Position,PPG,ORPG,RPG,APG,SPG,BPG,TOPG,FG%,3P%,FT%,MPG,FPG,PTS,REB,AST,STL,BLK,TO,FGM,FGA,3PM,3PA,FTM,FTA,MINS,FLS,G,GS,TD
Jalen Smith,smithja04,24-25,CHI,C,8.2,1.4,5.6,1.0,0.3,0.7,0.6,0.466,0.324,0.809,15.0,1.5,524,357,65,17,44,37,190,408,72,222,72,89,962,95,64,2,0
Jevon Carter,carteje01,24-25,CHI,PG,4.2,0.1,1.1,1.1,0.4,0.1,0.3,0.377,0.333,0.8,8.9,0.4,153,39,40,13,3,11,55,146,35,105,8,10,321,15,36,1,0
Josh Giddey,giddejo01,24-25,CHI,PG,14.6,1.8,8.1,7.2,1.2,0.6,2.9,0.465,0.378,0.781,30.2,1.7,1022,566,503,84,45,202,371,798,105,278,175,224,2117,122,70,69,7
Julian Phillips,phillju01,24-25,CHI,SF,4.6,0.8,2.1,0.5,0.5,0.3,0.3,0.446,0.327,0.789,14.2,1.4,366,169,39,38,20,27,128,287,50,153,60,76,1123,108,79,5,0
Kevin Huerter,huertke01,24-25,SAC-CHI,SG,9.9,0.4,3.0,2.3,1.0,0.3,1.0,0.425,0.338,0.714,24.3,1.8,681,205,156,66,23,67,257,604,132,391,35,49,1679,121,69,31,0
Lonzo Ball,balllo01,24-25,CHI,PG,7.6,0.7,3.4,3.3,1.3,0.5,1.2,0.366,0.344,0.815,22.2,1.6,267,118,115,47,17,41,89,243,67,195,22,27,777,55,35,14,0
Matas Buzelis,buzelma01,24-25,CHI,SF,8.6,0.7,3.5,1.0,0.4,0.9,0.9,0.454,0.361,0.815,18.9,1.6,688,278,79,29,75,74,252,555,96,266,88,108,1511,128,80,31,0
Nikola Vučević,vucevni01,24-25,CHI,C,18.5,2.4,10.1,3.5,0.8,0.7,1.6,0.53,0.402,0.805,31.2,2.2,1349,735,256,61,52,119,550,1038,129,321,120,149,2278,163,73,72,1
Patrick Williams,willipa01,24-25,CHI,PF,9.0,0.7,3.8,2.0,0.8,0.5,1.4,0.397,0.353,0.723,25.0,1.4,566,237,124,48,32,86,205,516,96,272,60,83,1576,88,63,36,0
Talen Horton-Tucker,hortota01,24-25,CHI,SG,6.5,0.3,1.7,1.4,0.4,0.2,0.7,0.457,0.336,0.735,12.5,1.0,379,100,83,21,11,40,133,291,41,122,72,98,724,59,58,0,0
